"id","url","pending_approval","is_mobile"
349,https://d28ric18nugg0e.cloudfront.net/Screenshot_149.webp,0,0
352,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210505_105227.webp,0,1
353,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210505_105456.webp,0,1
354,https://d28ric18nugg0e.cloudfront.net/Screenshot_2021-05-05-10-56-28-147.webp,0,1
355,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210505_110925.webp,0,1
356,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210505_111609.webp,0,1
357,https://d28ric18nugg0e.cloudfront.net/Screenshot_200.webp,0,0
358,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210505_131841.webp,0,1
359,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210505_131926.webp,0,1
360,https://d28ric18nugg0e.cloudfront.net/Screenshot_201.webp,0,0
361,https://d28ric18nugg0e.cloudfront.net/Screenshot_202.webp,0,0
362,https://d28ric18nugg0e.cloudfront.net/Screenshot_203.webp,0,0
363,https://d28ric18nugg0e.cloudfront.net/Screenshot_204.webp,0,0
364,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_161812.webp,0,1
365,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_162023.webp,0,1
366,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_162909.webp,0,1
367,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_163052.webp,0,1
368,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_163252.webp,0,1
369,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_163704.webp,0,1
370,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_163833.webp,0,1
371,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_164059.webp,0,1
372,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_164303.webp,0,1
373,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_165639.webp,0,1
374,https://d28ric18nugg0e.cloudfront.net/455A12DA-E6F2-4546-8051-4D07ABC545F4.webp,0,1
375,https://d28ric18nugg0e.cloudfront.net/3DCF6EE0-6C1F-4DF5-AF9D-247917F3B2F0.webp,0,1
376,https://d28ric18nugg0e.cloudfront.net/C1DC2312-A7B5-4831-8B82-6E45FE1AB8EF.webp,0,1
377,https://d28ric18nugg0e.cloudfront.net/D1EDAEFD-07A2-4313-9B31-6EE63C9FBB1D.webp,0,1
378,https://d28ric18nugg0e.cloudfront.net/4A9DC8D4-973C-4D3F-97A9-9E0496D22EB4.webp,0,1
379,https://d28ric18nugg0e.cloudfront.net/523C8103-B3AE-4434-B629-9B18F25F1BDB.webp,0,1
380,https://d28ric18nugg0e.cloudfront.net/Screenshot_from_2021-05-04_12-13-46.webp,0,0
381,https://d28ric18nugg0e.cloudfront.net/Screenshot_from_2021-05-05_12-17-38.webp,0,0
382,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210506_192327.webp,0,1
383,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210508-104529_Facebook.webp,0,1
384,https://d28ric18nugg0e.cloudfront.net/Screenshot_20210510-142128_Chrome.webp,0,1
385,"",0,1
386,"",0,1
387,"",0,1
388,"",0,1
389,"",0,1
391,"",0,1
393,"",0,0
396,"",0,0
398,"",0,0
400,"",0,0
401,"",0,0
402,"",0,0
403,"",0,0
404,"",0,0
405,"",0,0
406,"",0,0
407,"",0,0
408,"",0,0
410,"",0,0
411,"",0,0
412,"",0,0
413,"",0,0
414,"",0,0
415,"",0,0
416,"",0,0
417,"",0,0
418,"",0,0
419,"",0,0
420,"",0,0
421,"",0,0
422,"",0,0
423,"",0,0
424,"",0,0
425,"",0,0
426,"",0,0
427,"",0,1
428,"",0,0
429,"",0,0
430,"",0,0
431,"",0,0
432,"",0,0
433,"",0,0
434,"",0,0
435,"",0,0
436,"",0,0
437,"",0,0
438,"",0,0
439,"",0,0
440,"",0,0
441,"",0,0
442,"",0,0
443,"",0,0
444,"",0,0
445,"",0,0
446,"",0,0
447,"",0,0
448,"",0,0
449,"",0,0
450,"",0,0
451,"",0,0
452,"",0,0
453,"",0,0
454,"",0,0
455,"",0,0
456,"",0,0
457,"",0,0
458,"",0,0
459,"",0,0
460,"",0,0
461,"",0,0
462,"",0,0
463,"",0,0
464,"",0,0
465,"",0,0
466,"",0,0
467,"",0,0
468,"",0,0
469,"",0,0
470,"",0,0
471,"",0,0
472,"",0,0
473,"",0,0
474,"",0,0
475,"",0,0
476,"",0,0
477,"",0,0
478,"",0,0
479,"",0,0
480,"",0,0
481,"",0,0
482,"",0,0
483,"",0,0
484,"",0,0
485,"",0,0
486,"",0,0
487,"",0,0
488,"",0,0
489,"",0,0
490,"",0,0
491,"",0,0
492,"",0,0
493,"",0,0
494,"",0,0
495,"",0,0
496,"",0,0
497,"",0,0
498,"",0,0
499,"",0,0
500,"",0,0
501,"",0,0
502,"",0,0
503,"",0,0
504,"",0,0
505,"",0,0
506,"",0,0
507,"",0,0
508,"",0,0
509,"",0,0
510,"",0,0
511,"",0,0
512,"",0,0
513,"",0,0
514,"",0,0
515,"",0,0
516,"",0,0
517,"",0,0
518,"",0,0
519,"",0,0
520,"",0,0
521,"",0,0
522,"",0,0
523,"",0,0
524,"",0,0
525,"",0,0
526,"",0,0
527,"",0,0
528,"",0,0
529,"",0,0
530,"",0,0
531,"",0,0
532,"",0,0
533,"",0,0
534,"",0,0
535,"",0,0
536,"",0,0
537,"",0,0
538,"",0,0
540,"",0,0
541,"",0,0
542,"",0,0
543,"",0,0
544,"",0,0
545,"",0,0
546,"",0,0
547,"",0,0
548,"",0,0
549,"",0,0
550,"",0,0
551,"",0,0
552,"",0,0
553,"",0,0
554,"",0,0
555,"",0,0
556,"",0,0
557,"",0,0
558,"",0,0
559,"",0,0
560,"",0,0
561,"",0,0
562,"",0,0
563,"",0,0
564,"",0,0
565,"",0,0
566,"",0,0
567,"",0,0
568,"",0,0
569,"",0,0
570,"",0,0
571,"",0,0
572,"",0,0
573,"",0,0
574,"",0,0
575,"",0,0
576,"",0,0
577,"",0,0
578,"",0,0
579,"",0,0
580,"",0,0
581,"",0,0
582,"",0,0
583,"",0,0
584,"",0,0
585,"",0,0
586,"",0,0
587,"",0,0
588,"",0,0
589,"",0,0
590,"",0,0
591,"",0,0
